Generator Name,Power Project Type,Capacity (MW),DC Capacity (MW),Owner,Power Project Status,Contract Price ($/MWh),Contract Type,Contract Price Type,Contract Offtaker Type,Hybrid Status,State,ISO,Latitude (Degrees),Longitude (Degrees),First Power Date,Year,hail_lat,hail_lon,hail_dist
WA-Tully,Solar,17.0,22.1,Prospect14,Suspended,75.8,,Assumed,,N,PA,PJM,41.848228,-75.388022,03/01/2025,2025,41.6,-75.1,0.38022863183617006
Cobalt Solar,Solar,20.0,26.0,Cypress Creek Renewables,Operating,76.1,,Assumed,,N,PA,PJM,41.39915,-79.39588,05/01/2025,2025,41.6,-79.6,0.28636636831163775
Walnut Solar I,Solar,20.0,26.0,Dominion Energy Virginia,In Construction,77.02,,Assumed,,N,VA,PJM,37.542859,-76.70334,07/01/2026,2026,37.1,-76.9,0.48456088315195445
Elkhart County Solar Project: USELT,Solar,100.0,130.0,Ares Management,In Construction,55.61,PPA,Assumed,Utility,N,IN,PJM,41.498,-85.69,05/01/2026,2026,41.6,-85.9,0.23346091750013348
Firefly Solar,Solar,54.0,70.2,Recurrent Energy,In Construction,70.85,,Assumed,,N,VA,PJM,36.572818,-79.229551,01/01/2026,2026,36.2,-79.6,0.5255718054890233
Cardinal Solar: CARD,Solar,20.0,26.0,Cypress Creek Renewables,Operating,70.62,,Assumed,,N,PA,PJM,41.34002,-79.72372,07/01/2025,2025,41.6,-79.6,0.28791706930989835
Egypt Road Solar: EGYR1,Solar,51.1,66.4,Urban Grid,In Construction,76.41,,Assumed,,N,MD,PJM,38.530674,-76.10036,12/01/2025,2025,38.9,-76.0,0.382718988130978
National Park NJ,Solar,6.0,7.8,Citizens Energy Corp,In Construction,76.74,,Assumed,,N,NJ,PJM,39.863333,-75.178833,03/01/2026,2026,39.8,-75.1,0.10112225659072531
Crawford Solar III,Solar,20.0,26.0,Pattern Energy,Suspended,76.18,,Assumed,,N,PA,PJM,41.848812,-80.110089,01/01/2025,2025,41.6,-80.5,0.4625343222561963
Woodstock Solar,Solar,40.0,52.0,Heelstone Energy,In Construction,61.12,,Assumed,,N,OH,PJM,40.182649,-83.548104,04/01/2026,2026,39.8,-83.2,0.517297450232451
SunEast Hooversville Solar,Solar,20.0,26.0,Cordelio Power,Suspended,74.48,,Assumed,,N,PA,PJM,40.149785,-78.931104,08/01/2026,2026,39.8,-78.7,0.4192357392219846
Cartersville Solar,Solar,99.9,129.9,J. S. Purcell Lumber Corporation,Suspended,77.34,,Assumed,,N,VA,PJM,37.614481,-78.022389,05/01/2026,2026,38.0,-77.8,0.44506377821836357
FR-Williamsport,Solar,20.0,26.0,Birch Creek Development,In Construction,71.54,,Assumed,,N,PA,PJM,39.76585,-77.745399,12/01/2025,2025,39.8,-77.8,0.06440102251516508
Woodsdale Renewable Energy Center,Solar,49.0,63.7,Duke Energy,In Construction,61.87,,Assumed,,N,OH,PJM,39.449679,-84.464455,06/01/2026,2026,39.8,-84.1,0.5055217602299634
Walnut Solar I,Solar,20.0,26.0,Dominion Energy Virginia,In Construction,77.02,,Assumed,,N,VA,PJM,37.543449,-76.706684,07/01/2026,2026,37.1,-76.9,0.4837541642787221
Yellow Wood Solar Energy Center,Solar,300.0,390.0,Invenergy,In Construction,61.79,,Assumed,,N,OH,PJM,39.252157,-83.81693,09/01/2026,2026,38.9,-84.1,0.4518220640351641
FU-Hanks Solar,Solar,15.7,20.4,Birch Creek Development,Suspended,70.5,,Assumed,,N,PA,PJM,39.90055,-78.252427,11/01/2026,2026,39.8,-78.7,0.45872856116553945
Walker Solar Two,Solar,80.0,104.0,Walden Renewables,In Construction,75.85,,Assumed,,N,PA,PJM,40.585531,-77.345567,09/01/2026,2026,40.7,-76.9,0.46003598060368844
Chester Solar,Solar,120.0,156.0,Torch Clean Energy,In Construction,77.71,VPPA,Assumed,C&I,N,VA,PJM,37.311662,-77.461984,03/01/2026,2026,37.1,-77.8,0.3988177760581843
Dover Solar Facility,Solar,55.0,71.5,Enel Green Power,Suspended,55.35,,Assumed,,N,IN,PJM,41.11624,-85.497779,07/01/2026,2026,40.7,-85.9,0.578824213765289
Ladysmith CT,Solar,120.0,156.0,Urban Grid,Suspended,78.36,,Assumed,,N,VA,PJM,38.083079,-77.4577,06/01/2025,2025,38.0,-77.8,0.35223771836786005
Strawhat Solar Energy Center,Solar,110.0,143.0,Invenergy,Suspended,62.53,,Assumed,,N,OH,PJM,40.661064,-83.794256,01/01/2026,2026,40.7,-84.1,0.30821324700926445
Marlowe Solar,Solar,5.8,7.5,Mon Power,Operating,55.33,,Assumed,,N,WV,PJM,39.589315,-77.83555,04/01/2025,2025,39.8,-77.8,0.21366322033751903
Raleigh Solar Project,Solar,90.0,117.0,Enel Green Power,Suspended,55.81,,Assumed,,N,WV,PJM,37.804598,-81.044209,06/01/2025,2025,38.0,-81.4,0.40591769767405816
Confer Solar I,Solar,20.0,26.0,Prospect14,Suspended,71.22,,Assumed,,N,PA,PJM,40.952787,-77.608511,05/01/2026,2026,40.7,-77.8,0.31712663793822266
G Morris Solar,Solar,17.0,22.1,Foresight Solar Fund,Suspended,75.52,,Assumed,,N,PA,PJM,40.614875,-76.71424,04/01/2026,2026,40.7,-76.9,0.204335614186567
Northumberland Solar: ENX33,Solar,65.0,84.5,Energix Renewables,Operating,73.35,,Assumed,,N,PA,PJM,40.987206,-76.83401,07/01/2025,2025,40.7,-76.9,0.29468961049890874
Fayette Solar: FYTSL,Solar,45.0,58.5,Geronimo Power,Operating,60.7,,Assumed,,N,OH,PJM,39.383,-83.4,01/01/2025,2025,39.8,-83.2,0.46248135097536264
East Hagerstown Solar,Solar,11.8,15.3,Urban Grid,In Construction,70.18,,Assumed,,N,MD,PJM,39.6282,-77.641483,05/01/2026,2026,39.8,-77.8,0.23375816411197323
Jones Farm Solar: JONF1,Solar,64.0,83.2,Urban Grid,Operating,75.91,,Assumed,,N,MD,PJM,39.232046,-75.77228,06/01/2025,2025,38.9,-76.0,0.40263003429451355
Powell Creek Solar,Solar,150.0,195.0,Avangrid,Operating,62.2,,Assumed,,N,OH,PJM,41.092921,-84.11612,04/01/2025,2025,40.7,-84.1,0.3932515310090927
Morgan Street-Cochranton 34.5 kV,Solar,15.0,19.5,Birch Creek Development,Suspended,75.64,,Assumed,,N,PA,PJM,41.560382,-80.098556,03/01/2026,2026,41.6,-80.5,0.4033941881832194
Washington Solar PH II,Solar,11.0,14.3,New Jersey Resources Corporation,In Construction,76.96,,Assumed,,N,NJ,PJM,40.760218,-74.955002,04/01/2026,2026,40.7,-75.1,0.15700518312463504
Ridgeway Solar,Solar,120.0,156.0,Walden Renewables,In Construction,75.12,VPPA,Assumed,C&I,N,PA,PJM,41.696735,-78.527716,08/01/2026,2026,41.6,-78.7,0.19758399955715225
Cedar Lane Solar,Solar,4.0,5.2,Delmarva Power and Light,In Construction,75.73,,Assumed,,N,MD,PJM,39.109753,-75.95995,04/01/2026,2026,38.9,-76.0,0.21354232252412905
South Branch Solar: SBS,Solar,90.0,117.0,Leeward Renewable Energy,In Construction,62.31,,Assumed,,N,OH,PJM,41.128477,-83.51517,02/01/2026,2026,40.7,-83.2,0.5319066350676511
Buffalo Solar,Solar,116.0,150.8,RWE Renewables,In Construction,56.46,,Assumed,,N,IL,PJM,41.297801,-88.538243,05/01/2026,2026,41.6,-88.6,0.3084447481316565
Wingstem Solar Energy Farm,Solar,150.0,195.0,Invenergy,Suspended,55.94,,Assumed,,N,MI,PJM,41.888619,-86.189307,12/01/2025,2025,41.6,-85.9,0.408655683197964
Erie Solar: ERIE,Solar,20.0,26.0,Cypress Creek Renewables,Operating,77.62,,Assumed,,N,PA,PJM,42.0131,-80.30728,02/01/2025,2025,41.6,-80.5,0.4558427452532263
Potter Solar: ENX35,Solar,35.0,45.5,Walden Renewables,In Construction,71.15,VPPA,Assumed,C&I,N,PA,PJM,41.837559,-78.04845,07/01/2026,2026,41.6,-77.8,0.3437465359549118
Abes Run Solar Farm,Solar,13.5,17.6,Oriden,In Construction,79.0,PPA,Actual,Utility,N,PA,PJM,41.014508,-78.358918,09/01/2026,2026,40.7,-78.7,0.46395281310495123
Foul Rift Solar Farm,Solar,15.4,20.0,CEP Renewables,Operating,77.35,,Assumed,,N,NJ,PJM,40.8,-75.09,04/01/2025,2025,40.7,-75.1,0.10049875621120234
Sunny Rock Solar: ENX23,Solar,20.0,26.0,Energix Renewables,Operating,71.08,,Assumed,,N,VA,PJM,36.608705,-79.87988,04/01/2025,2025,36.2,-79.6,0.4953509780196273
Walnut Solar I,Solar,20.0,26.0,Dominion Energy Virginia,In Construction,77.02,,Assumed,,N,VA,PJM,37.541924,-76.70334,07/01/2026,2026,37.1,-76.9,0.4837064992079428
Marion County Solar Project: USMNC,Solar,100.0,130.0,Ares Management,In Construction,66.6,VPPA,Assumed,C&I,N,OH,PJM,40.624518,-83.13615,12/01/2025,2025,40.7,-83.2,0.09886533681731136
Squab Solar,Solar,90.0,117.0,Walden Renewables,In Construction,75.14,,Assumed,,N,PA,PJM,41.176982,-78.970949,07/01/2026,2026,41.6,-78.7,0.5023520567540258
Cadence Solar Energy Center: CADNC,Solar,240.0,312.0,Invenergy,In Construction,62.07,PPA,Assumed,C&I,Y,OH,PJM,40.378008,-83.43687,03/01/2026,2026,40.7,-83.2,0.3997327169046827
Horseshoe Bend Solar,Solar,60.0,78.0,Carolina Solar Energy,In Construction,56.32,,Assumed,,N,KY,PJM,37.174524,-85.570657,11/01/2026,2026,37.1,-85.9,0.33766942151312007
Tymochtee Solar,Solar,120.0,156.0,Apex Clean Energy,In Construction,62.07,,Assumed,,N,OH,PJM,40.956963,-83.212,08/01/2026,2026,40.7,-83.2,0.2572430433831
SunEast Hooversville Solar,Solar,20.0,26.0,Cordelio Power,Suspended,74.48,,Assumed,,N,PA,PJM,40.149111,-78.924755,08/01/2026,2026,39.8,-78.7,0.4152027219877072
Camellia Solar,Solar,19.9,25.9,Dominion Energy,Operating,78.59,,Assumed,,N,VA,PJM,37.421481,-76.475616,04/01/2025,2025,37.1,-76.9,0.5324019278862558
Buckeye Plains II Solar,Solar,49.9,64.9,Enel Green Power,Operating,61.07,PPA,Assumed,Utility,N,OH,PJM,39.559973,-83.186771,01/01/2025,2025,39.8,-83.2,0.24039127931353746
Montpelier Solar Project: MPLR,Solar,49.0,63.7,Apex Clean Energy,In Construction,66.78,,Assumed,,N,OH,PJM,41.59,-84.56,12/01/2025,2025,41.6,-85.0,0.4401136216933054
Blairs Valley,Solar,20.0,26.2,Hecate Energy,Operating,70.38,,Assumed,,N,PA,PJM,39.744291,-77.926994,01/01/2025,2025,39.8,-77.8,0.1386757683122725
Meadow Forge Solar Energy Center,Solar,130.0,169.0,Invenergy,Suspended,55.12,,Assumed,,N,IN,PJM,40.33785,-85.495049,11/01/2026,2026,40.7,-85.9,0.5432659890891467
Hardin Energy Center - Phase 3,Solar,250.0,325.0,Invenergy,Operating,62.63,PPA,Assumed,Utility,N,OH,PJM,40.682326,-83.79388,03/01/2025,2025,40.7,-84.1,0.30662978439152905
Walnut Solar I,Solar,19.9,25.9,Dominion Energy Virginia,In Construction,77.02,,Assumed,,N,VA,PJM,37.541986,-76.700111,07/01/2026,2026,37.1,-76.9,0.4850847725057957
Aspen Road Solar: ASPR1,Solar,100.1,130.1,Urban Grid,Operating,70.58,,Assumed,,N,PA,PJM,40.150905,-77.76381,02/01/2025,2025,39.8,-77.8,0.3527662613190247
Quakertown Solar Farm,Solar,8.8,11.4,NJR Clean Energy Ventures,In Construction,77.36,,Assumed,,N,NJ,PJM,40.523394,-74.937679,12/01/2025,2025,40.7,-75.1,0.23987035305972496
CL-Route 58 B,Solar,13.5,17.6,Prospect14,Suspended,80.98,,Assumed,,N,PA,PJM,41.120149,-79.527283,01/01/2026,2026,40.7,-79.6,0.4263952911208042
Parker Road Solar: PKRRD,Solar,15.4,20.0,CEP Renewables,Operating,77.13,,Assumed,,N,NJ,PJM,40.768,-74.735,07/01/2025,2025,40.7,-75.1,0.37128021762544255
Union City 34.5 kV,Solar,12.0,15.6,Birch Creek Development,In Construction,70.62,,Assumed,,N,PA,PJM,41.947176,-79.846965,12/01/2025,2025,41.6,-79.6,0.42605502719836524
May Renewables,Solar,100.0,130.0,Beaufort Rosemary,In Construction,55.02,,Assumed,,Y,SC,Non-ISO,33.2343,-80.5915,03/01/2026,2026,33.5,-80.5,0.2810137719045112
Louisville Gas & Electric Co:LGE-GIS-2021-009:PV,Solar,200.0,260.0,,Suspended,53.61,,Assumed,,Y,KY,Non-ISO,37.766035,-86.934255,06/01/2026,2026,38.0,-86.8,0.2697480792331947
Ashwood Solar,Solar,86.0,111.8,RWE Renewables,In Construction,51.54,PPA,Assumed,Municipal,N,KY,Non-ISO,37.02343,-88.08052,03/01/2026,2026,37.1,-87.7,0.3881474401564485
Louisville Gas & Electric Co:LGE-GIS-2021-007:PV,Solar,120.0,156.0,,Suspended,51.57,,Assumed,,N,KY,Non-ISO,37.030225,-88.733281,06/01/2026,2026,37.1,-88.6,0.15044060484457938
Flag Run Solar Project,Solar,350.0,650.0,BrightNight,Suspended,51.62,,Assumed,,Y,IN,Non-ISO,38.518333,-85.681392,06/01/2026,2026,38.9,-85.9,0.4398399215089526
SR Cordova: CORDV,Solar,100.0,130.0,Silicon Ranch,Suspended,55.05,,Assumed,C&I,N,SC,Non-ISO,33.45963,-80.88897,09/01/2026,2026,33.5,-80.5,0.39105932772406876
Muskegon Solar: MSP,Solar,250.0,325.0,CMS Energy,In Construction,55.49,,Assumed,,N,MI,MISO,43.232797,-85.99345,03/01/2026,2026,43.4,-85.9,0.1915456752552726
CA - Amazon - SMF6: 20031,Solar,2.6,3.4,ForeFront Power,In Construction,66.82,,Assumed,,N,CA,CAISO,38.75,-121.55,04/01/2026,2026,38.9,-121.9,0.3807886552932027
Turner Meadow Solar Station: TRNR,Solar,19.8,25.7,Glenvale Solar,Operating,85.46,,Assumed,,N,ME,ISO-NE,44.229478,-70.28027,05/25/2025,2025,44.3,-70.6,0.32741506590869474
CA-Ventura County CCD-Ventura College: 17024,Solar,2.5,3.3,ForeFront Power,In Construction,57.38,,Assumed,,N,CA,CAISO,34.25,-119.25,04/01/2026,2026,34.4,-119.2,0.15811388300841672
Sypert Branch Solar: SYPRT,Solar,293.9,382.1,ENGIE North America,In Construction,58.87,,Assumed,,N,TX,ERCOT,30.877895,-97.1944,01/01/2026,2026,30.8,-97.6,0.4130120954947854
Hermes Solar PV: HSPV1,Solar,100.4,130.5,Bell Solar,In Construction,58.82,,Assumed,,N,TX,ERCOT,30.989842,-97.14982,12/01/2025,2025,30.8,-96.7,0.4882397130140089
Cattlemen Solar II: GEN01,Solar,200.0,260.0,ENI Plenitude,In Construction,58.74,,Assumed,,N,TX,ERCOT,31.00447,-97.25946,04/01/2026,2026,30.8,-97.6,0.39720960776395314
Angus Solar,Solar,112.0,145.6,Vistra,Suspended,59.51,,Assumed,,N,TX,ERCOT,31.680616,-97.377425,11/01/2026,2026,31.7,-97.6,0.22341747935422684
Bynum Solar Project,Solar,56.0,72.8,Gransolar Group,In Construction,58.87,,Assumed,,N,TX,ERCOT,31.35056,-97.395161,01/01/2026,2026,31.7,-97.6,0.4050522552967647
Three W Solar,Solar,110.9,144.2,OCI Energy,In Construction,58.92,,Assumed,,N,TX,ERCOT,32.010273,-97.132693,06/01/2026,2026,31.7,-96.7,0.5324402001896548
Eldora Energy: ELDPV,Solar,200.0,240.0,Advanced Power,In Construction,58.33,,Assumed,,Y,TX,ERCOT,28.865989,-96.12169,06/01/2026,2026,29.0,-95.8,0.34848730855083193
MRG Goody Solar Project Hybrid: GDYPV,Solar,170.8,222.0,Nexus Ventures,In Construction,58.98,PPA,Assumed,C&I,Y,TX,ERCOT,33.639193,-95.62905,05/01/2026,2026,33.5,-95.8,0.22045088738536858
Gaia Hybrid: GAIAS,Solar,152.7,198.5,Sunraycer,In Construction,58.98,,Assumed,C&I,Y,TX,ERCOT,32.160767,-96.19527,05/01/2026,2026,32.6,-95.8,0.5909010079437997
Stoneridge Solar: SSPV,Solar,100.0,130.0,RWE Renewables,In Construction,58.42,,Assumed,,Y,TX,ERCOT,30.569447,-97.11043,04/01/2026,2026,30.8,-96.7,0.47075202677098776
Midpoint Solar: MIDPV,Solar,97.5,126.8,Sunraycer,In Construction,58.82,,Assumed,C&I,Y,TX,ERCOT,32.116002,-97.34352,12/01/2025,2025,31.7,-97.6,0.4887122408984659
New Hickory Solar,Solar,209.2,271.9,Pattern Energy,In Construction,58.3,,Assumed,,N,TX,ERCOT,29.066157,-96.902459,07/01/2026,2026,29.0,-96.7,0.21299388566340624
Angelo Solar: ANGSO,Solar,195.0,253.5,Apex Clean Energy,Operating,58.98,VPPA,Assumed,C&I,N,TX,ERCOT,31.51391,-100.598,01/01/2025,2025,31.7,-100.3,0.3513310235376334
Oriana Solar: ORIPV,Solar,180.0,234.0,Sabanci,Operating,57.82,,Assumed,,N,TX,ERCOT,28.905346,-96.97808,08/01/2025,2025,29.0,-96.7,0.2937479635946456
Estonian Solar Project: SOLAR,Solar,204.5,262.0,Enel Green Power,Operating,58.42,PPA,Assumed,C&I,Y,TX,ERCOT,33.457143,-95.6679,06/01/2025,2025,33.5,-95.8,0.1388781208434153
Peregrine Solar: PSPV,Solar,300.0,390.0,Consolidated Edison,Operating,57.43,PPA,Assumed,Utility,N,TX,ERCOT,28.427597,-97.453422,02/01/2025,2025,28.1,-97.6,0.3588940017512073
Chillingham Solar: CHILS,Solar,350.0,456.0,ENGIE North America,Operating,57.98,PPA,Assumed,C&I,N,TX,ERCOT,31.011946,-97.262168,04/30/2025,2025,30.8,-97.6,0.39881269681392206
Shaw Solar,Solar,124.7,162.0,Pine Gate Renewables,In Construction,58.42,,Assumed,,N,TX,ERCOT,29.937445,-99.054707,04/01/2026,2026,29.9,-99.4,0.3473174108420259
Carol Solar,Solar,223.2,290.2,"Goat Mountain Renewables, LLC",Inactive,57.0,,Assumed,,N,TX,ERCOT,35.318072,-102.056368,12/01/2025,2025,35.3,-102.1,0.047226566760660206
Bayside Solar,Solar,508.9,661.6,Canadian Solar,Inactive,58.23,,Assumed,,N,TX,ERCOT,28.684421,-96.754843,08/01/2026,2026,29.0,-96.7,0.3203090068824147
BAYSIDE II SOLAR,Solar,252.8,328.6,Canadian Solar,Inactive,58.92,,Assumed,,N,TX,ERCOT,28.80281,-96.043431,11/01/2026,2026,29.0,-95.8,0.31327711033683925
Eastbell Milam Solar I,Solar,240.0,312.0,EDP Renewables,In Construction,58.74,VPPA,Assumed,C&I,N,TX,ERCOT,31.045676,-96.85863,04/01/2026,2026,30.8,-96.7,0.2924383249097158
Charger Solar,Solar,407.0,516.3,J-Power,In Construction,58.23,,Assumed,,N,TX,ERCOT,28.433739,-97.079716,08/01/2026,2026,28.1,-96.7,0.5055353209984442
TEXAS SOLAR NOVA 3,Solar,200.2,260.3,Clearway Energy,Suspended,59.44,,Assumed,,N,TX,ERCOT,33.336607,-100.985374,01/01/2026,2026,33.5,-101.2,0.2697435677175712
Rocinante Solar,Solar,95.3,123.9,Enel Green Power,In Construction,58.92,,Assumed,,Y,TX,ERCOT,29.489664,-97.42065,11/01/2026,2026,29.9,-97.6,0.4478192217803939
Stampede Solar Hybrid: STMPS,Solar,255.9,332.7,Enel Green Power,In Construction,58.98,,Assumed,,Y,TX,ERCOT,33.22654,-95.312907,04/01/2026,2026,33.5,-94.9,0.49524999974658424
Compadre - Hill Solar 1,Solar,405.0,526.5,TotalEnergies,In Construction,58.13,,Assumed,,N,TX,ERCOT,32.139,-97.06,03/14/2025,2025,31.7,-96.7,0.5677332119931005
Ash Creek Solar: 78663,Solar,408.9,562.0,Primergy,Operating,58.06,VPPA,Assumed,C&I,N,TX,ERCOT,31.867632,-96.95942,05/01/2025,2025,31.7,-96.7,0.3088676477457553
Nightfall Solar,Solar,180.9,235.1,Sol Systems,In Construction,58.33,,Assumed,,N,TX,ERCOT,29.250693,-99.723507,06/01/2026,2026,29.0,-99.4,0.40927223128132467
Shaula II Solar,Solar,205.2,266.8,Lightsource BP,In Construction,58.38,,Assumed,,Y,TX,ERCOT,29.116552,-97.10258,05/01/2026,2026,29.0,-96.7,0.41911218677580825
Greater Bryant G Solar,Solar,17.7,23.0,Chevron,In Construction,59.74,,Assumed,,N,TX,ERCOT,31.969534,-102.175853,09/01/2026,2026,31.7,-102.1,0.2800040263371252
BT Hickerson Solar: 5105,Solar,310.0,403.0,NextEra Energy Resources,Operating,58.82,PPA,Assumed,C&I,N,TX,ERCOT,31.847847,-97.524483,12/01/2025,2025,31.7,-97.6,0.16601672415151214
Alamosa Solar,Solar,209.5,272.3,Forsite,Inactive,58.59,,Assumed,,N,TX,ERCOT,34.056638,-99.191415,01/01/2025,2025,34.4,-99.4,0.40175261700329856
Azalea Springs Solar Park: AZ1,Solar,180.0,234.0,EDP Renewables,Operating,58.44,,Assumed,,N,TX,ERCOT,31.418556,-94.876247,10/01/2025,2025,31.7,-94.9,0.2824445611885636
Shaula I Solar,Solar,205.2,266.8,Lightsource BP,In Construction,58.44,,Assumed,,Y,TX,ERCOT,29.106924,-97.116657,03/01/2026,2026,29.0,-96.7,0.43015787500056357
Ray Ranch Solar - Tulsita,Solar,255.2,331.8,ENGIE North America,In Construction,58.29,,Assumed,,N,TX,ERCOT,28.631576,-97.720147,04/01/2026,2026,29.0,-97.6,0.3875197354780804
Big Elm Solar: BELMS,Solar,200.0,260.0,Apex Clean Energy,In Construction,58.89,,Assumed,,N,TX,ERCOT,31.00542,-97.259619,07/01/2026,2026,30.8,-97.6,0.39756333025191815
Caliche Mound Solar,Solar,406.6,528.6,CIG Renewables,In Construction,57.49,,Assumed,,N,TX,ERCOT,34.860384,-102.264058,10/01/2026,2026,35.3,-102.1,0.46923049221038293
Grimes County Solar: GS1,Solar,210.0,273.0,Candela Renewables,In Construction,58.98,,Assumed,,N,TX,ERCOT,30.66,-96.07,04/01/2026,2026,30.8,-95.8,0.30413812651490774
Jones City 2 Solar: TXJC2,Solar,185.0,240.5,Lightsource BP,In Construction,59.69,,Assumed,,Y,TX,ERCOT,32.796034,-99.967323,06/01/2026,2026,32.6,-100.3,0.38613898467391444
Morrow Lake Solar: MLPV,Solar,200.0,260.0,Leeward Renewable Energy,In Construction,58.44,,Assumed,,N,TX,ERCOT,28.944954,-99.057975,03/01/2026,2026,29.0,-99.4,0.34642627316790603
Cascade Solar,Solar,171.0,222.3,Recurrent Energy,In Construction,58.65,,Assumed,,Y,TX,ERCOT,29.340788,-95.362572,09/01/2026,2026,29.0,-95.8,0.5545085356673938
Greyhound Solar,Solar,335.5,436.1,Origis Energy,In Construction,59.53,,Assumed,,N,TX,ERCOT,31.589766,-102.955298,03/01/2026,2026,31.7,-103.0,0.11895294683192899
Honeycomb Solar SLF,Solar,61.4,79.8,Alluvial Power,In Construction,58.33,,Assumed,,Y,TX,ERCOT,28.178631,-97.755607,06/01/2026,2026,28.1,-97.6,0.1743455551770699
Stockdale Solar,Solar,152.5,198.3,"Stockdale Solar, LLC",Inactive,58.08,,Assumed,,N,TX,ERCOT,29.46739,-97.999837,12/01/2025,2025,29.9,-97.6,0.5890849163482302
Delaware Ranch Solar,Solar,36.0,46.8,Chevron,In Construction,59.74,,Assumed,,N,TX,ERCOT,31.93734,-104.312234,09/01/2026,2026,31.7,-103.9,0.4756754632688112
Indigo Solar & Storage: IS245,Solar,150.0,195.0,Innovative Solar,In Construction,58.55,PPA,Assumed,,Y,TX,ERCOT,32.628061,-100.236,08/01/2026,2026,32.6,-100.3,0.06988146908157522
Blevins Solar,Solar,271.6,353.1,Geronimo Power,Operating,58.6,PPA,Assumed,C&I,N,TX,ERCOT,31.219232,-97.199278,08/01/2025,2025,30.8,-97.6,0.579942748129495
Parliament Solar,Solar,484.6,629.9,Parliament Energy,In Construction,58.8,,Assumed,,N,TX,ERCOT,30.208773,-95.853152,04/01/2026,2026,29.9,-95.8,0.3133143798694868
Stillhouse Solar,Solar,210.0,284.0,Matrix Renewables,In Construction,58.6,PPA,Assumed,C&I,N,TX,ERCOT,30.967591,-97.16511,08/01/2025,2025,30.8,-97.6,0.46606443264960234
Quantum Solar: IPQ1S,Solar,374.4,486.7,Intersect Power,In Construction,59.53,,Assumed,,N,TX,ERCOT,33.010469,-99.599361,03/01/2026,2026,32.6,-99.4,0.4563218253404035
Sequoia Solar,Solar,417.5,542.7,Enbridge,In Construction,59.51,,Assumed,C&I,N,TX,ERCOT,32.341045,-99.168861,11/01/2026,2026,32.6,-99.4,0.3471065100887617
Pine Forest Solar I: PFPV,Solar,300.0,390.0,Clearway Energy,In Construction,58.6,PPA,Assumed,,Y,TX,ERCOT,33.112039,-95.405007,08/01/2025,2025,33.5,-95.8,0.5536544116775349
Mercury II Solar SLF,Solar,206.1,267.9,NextEra Energy Resources,Operating,57.98,,Assumed,,N,TX,ERCOT,31.89677,-97.01791,04/01/2025,2025,31.7,-96.7,0.373878591256572
Millers Branch Solar 2,Solar,180.0,234.0,Southern Power,In Construction,59.52,,Assumed,,N,TX,ERCOT,33.227188,-99.601086,04/01/2026,2026,33.5,-99.4,0.33891291911049476
Long Point Solar: GEN1,Solar,120.0,156.0,MN8 Energy,In Construction,58.8,,Assumed,,N,TX,ERCOT,29.245794,-95.695983,04/01/2026,2026,29.0,-95.8,0.26689740861424605
Limewood Bell Renewables Solar: LMWOD,Solar,204.0,265.2,Pine Gate Renewables,In Construction,59.0,PPA,Assumed,C&I,N,TX,ERCOT,31.129365,-97.26139,03/01/2026,2026,30.8,-97.6,0.47237488854192045
Sequoia Solar,Solar,401.4,521.8,Enbridge,In Construction,58.57,,Assumed,C&I,N,TX,ERCOT,32.412297,-99.156002,12/01/2025,2025,32.6,-99.4,0.3078432071899622
Millers Branch Solar 1,Solar,200.0,260.0,Southern Power,In Construction,59.13,,Assumed,,N,TX,ERCOT,33.227188,-99.601086,12/01/2025,2025,33.5,-99.4,0.33891291911049476
Compadre Solar: 5191,Solar,150.0,195.0,NextEra Energy Resources,In Construction,58.98,,Assumed,,N,TX,ERCOT,33.544487,-97.325628,05/01/2026,2026,33.5,-97.6,0.2779551898292232
Tanglewood Solar,Solar,251.0,326.2,TotalEnergies,In Construction,58.64,,Assumed,,N,TX,ERCOT,29.222861,-95.325628,12/01/2025,2025,29.0,-94.9,0.480443773718623
Ulysses Solar,Solar,151.2,196.6,Akuo Energy,In Construction,59.77,,Assumed,,N,TX,ERCOT,31.528006,-100.321468,10/01/2026,2026,31.7,-100.3,0.17332862158339357
Jones City 1 Solar: TXJC1,Solar,215.0,279.5,Lightsource BP,In Construction,59.48,,Assumed,,N,TX,ERCOT,32.777188,-99.998693,06/01/2026,2026,32.6,-100.3,0.34954469756097983
Orange Grove: TALPV,Solar,131.0,170.3,Enbridge,Operating,57.62,,Assumed,C&I,N,TX,ERCOT,27.918286,-97.98045,06/01/2025,2025,28.1,-97.6,0.4216185246120111
Tyson Nick: 1,Solar,90.5,117.7,Nexus Ventures,In Construction,58.92,,Assumed,,N,TX,ERCOT,33.644897,-95.62704,06/01/2026,2026,33.5,-95.8,0.22563311416767096
Maleza Solar,Solar,255.0,331.4,SunChase Power,In Construction,58.92,,Assumed,,Y,TX,ERCOT,29.025465,-96.235399,11/01/2026,2026,29.0,-95.8,0.43614304468374065
Fagus Solar Park: MISII,Solar,331.6,431.1,Greenalia,In Construction,56.89,VPPA,Assumed,C&I,N,TX,ERCOT,34.352101,-100.049141,09/02/2025,2025,34.4,-100.3,0.2553909788578988
Solace Solar,Solar,322.0,418.1,Intersect Power,In Construction,59.53,,Assumed,,Y,TX,ERCOT,33.146654,-98.60753,03/01/2026,2026,33.5,-98.5,0.36934549762519203
