Generator Name,Power Project Type,Capacity (MW),DC Capacity (MW),Owner,Power Project Status,Contract Price ($/MWh),Contract Type,Contract Price Type,Contract Offtaker Type,Hybrid Status,State,ISO,Latitude (Degrees),Longitude (Degrees),First Power Date,Year,hail_lat,hail_lon,hail_dist
Riley III - Site 12 Community Solar: 10638,Solar,1.0,1.3,Onyx Renewable Partners LP,Operating,57.13,,Assumed,,N,KS,SPP,39.086479,-96.79936,01/01/2025,2025,38.9,-96.7,0.211297957966937
"CA - Fresno, City of - SE Surface WTP: 19064",Solar,3.0,3.9,ForeFront Power,Operating,65.88,,Assumed,,N,CA,CAISO,36.75,-119.65,01/01/2025,2025,37.1,-120.1,0.5700877125495609
ASG-4: ASG-4,Solar,5.0,6.5,"Affordable Solar Silver City, LLC",In Construction,40.8,,Assumed,,N,NM,Non-ISO,34.609944,-106.8156,12/01/2025,2025,34.4,-106.6,0.30093162535035095
Pivot Solar NY 10: NY10,Solar,5.0,6.5,Pivot Energy,In Construction,123.69,,Assumed,,N,NY,NYISO,44.673387,-75.48876,04/01/2026,2026,44.3,-75.1,0.5390289318478226
Grant: 11131,Solar,2.0,2.6,Generate Capital,Operating,96.48,,Assumed,,N,IL,PJM,42.25282,-88.67917,08/01/2025,2025,42.5,-88.6,0.25954930417938105
Pickaway Solar: PICKA,Solar,100.0,130.0,Contracted Energy (Dominion),Operating,61.07,,Assumed,,N,OH,PJM,39.56,-83.176,01/01/2025,2025,39.8,-83.2,0.24119701490689635
Copper Crossing Energy and Research Cent: CXS03,Solar,19.2,25.0,Salt River Project,In Construction,39.57,,Assumed,,N,AZ,Non-ISO,33.15512,-111.4836,01/01/2026,2026,33.5,-111.1,0.5158402605458431
SP-425 Memphis: SP425,Solar,5.0,6.5,Madison Energy Investments,Operating,123.66,,Assumed,,N,NY,NYISO,43.09582,-76.38432,07/01/2025,2025,43.4,-76.0,0.4901299162467018
Waterford Solar CSG: WATER,Solar,2.6,3.4,Brookfield Renewables,Operating,51.8,,Assumed,,N,OR,Non-ISO,45.061196,-123.5538,06/01/2025,2025,45.2,-123.7,0.2015961071449602
Fresno-Clovis RWRF: 19064,Solar,17.3,22.5,ForeFront Power,Operating,65.68,,Assumed,,N,CA,CAISO,36.70318,-119.8921,04/01/2025,2025,37.1,-120.1,0.4479827255598105
MD - WL Gore - Appleton: APPLE,Solar,1.1,1.4,Brookfield Renewables,Operating,76.7,,Assumed,,N,MD,PJM,39.64352,-75.80562,03/01/2025,2025,39.8,-76.0,0.2495387240489872
MD - WL Gore - Cherry Hill: CHRRY,Solar,4.0,5.2,Brookfield Renewables,Operating,76.71,,Assumed,,N,MD,PJM,39.67039,-75.85812,03/01/2025,2025,39.8,-76.0,0.19216838059368668
Goldenrod (IL): 11132,Solar,5.0,6.5,Generate Capital,Operating,76.22,,Assumed,,N,IL,MISO,41.20946,-90.58643,08/01/2025,2025,41.6,-90.4,0.4327558624675076
Papago Solar,Solar,150.0,195.0,,In Construction,39.28,,Assumed,,N,AZ,Non-ISO,33.482236,-113.034562,07/01/2026,2026,33.5,-112.9,0.1357294792592856
10701 Seymour Ave East 1: PV1,Solar,2.9,3.8,Brookfield Renewables,In Construction,56.76,,Assumed,,N,IL,PJM,41.949124,-87.89545,04/01/2026,2026,41.6,-87.7,0.4001103221312779
"SouthernCompany:IC-696, IC-695:PV",Solar,250.0,325.0,,In Construction,59.03,,Assumed,,N,GA,Non-ISO,33.445206,-82.648319,07/01/2026,2026,33.5,-82.3,0.35260247900008107
Baxter Creek Solar: PV1,Solar,30.0,39.0,Duke Energy,In Construction,54.94,,Assumed,,N,NC,Non-ISO,35.865502,-80.55309,06/01/2026,2026,36.2,-80.5,0.3386848979567912
DE-ECA CS Hartly: HRTLY,Solar,4.0,5.2,Luminace,Operating,59.08,,Assumed,,N,DE,PJM,39.186235,-75.73084,08/01/2025,2025,38.9,-76.0,0.3929091254030663
NSF Edmeston Site 2: PV1,Solar,4.7,6.1,Norbut Solar Farms,Operating,99.11,,Assumed,,N,NY,NYISO,42.679736,-75.31302,09/01/2025,2025,42.5,-75.1,0.2787158949468069
SV CSG Paloma Solar: PALOM,Solar,4.4,5.7,SunVest Solar,In Construction,68.7,,Assumed,,N,IL,PJM,41.581609,-89.44544,03/01/2026,2026,41.6,-89.5,0.057576231910394265
American Canyon RV Boat Storage: 5381,Solar,1.9,2.5,Napa Junction RV Storage LLC,In Construction,65.56,,Assumed,,N,CA,CAISO,38.198033,-122.257,02/01/2026,2026,38.0,-121.9,0.408247558583025
"SouthernCompany:IC-769, IC-503:PV",Solar,60.0,78.0,,In Construction,59.03,,Assumed,,N,GA,Non-ISO,33.456329,-82.6471,07/01/2026,2026,33.5,-82.3,0.3498364850054931
NSF Edmeston Site 1: PV1,Solar,5.0,6.5,Norbut Solar Farms,Operating,99.11,,Assumed,,N,NY,NYISO,42.67956,-75.31425,09/01/2025,2025,42.5,-75.1,0.2795440146023587
ATLAS Solar XI: ATL11,Solar,200.0,260.0,TransGrid Energy,In Construction,40.58,,Assumed,,N,AZ,CAISO,33.553361,-113.5803,09/01/2026,2026,33.5,-113.8,0.22608734223967875
ASG-2: ASG-2,Solar,5.0,6.5,Affordable Solar,In Construction,40.89,,Assumed,,N,NM,Non-ISO,35.24175,-106.8145,01/01/2026,2026,35.3,-106.6,0.22226855940505785
Halifax County Solar: HALIF,Solar,80.0,104.0,AES,In Construction,62.43,,Assumed,,N,NC,PJM,36.2537,-77.6884,03/01/2026,2026,36.2,-77.8,0.12384768871480385
Novel Stumpf 1 Solar: STMPF,Solar,1.0,1.3,Novel Energy Solutions,In Construction,53.42,,Assumed,,N,MN,MISO,44.517319,-92.51089,12/01/2025,2025,44.3,-92.2,0.37931535674291095
SLO-3: SLO-3,Solar,5.0,6.5,Affordable Solar,In Construction,42.05,,Assumed,,N,NM,Non-ISO,32.433,-106.6862,02/01/2026,2026,31.7,-106.6,0.738051109341353
Rocky Mountain Solar: RKMS,Solar,325.0,422.5,Public Service Co of Colorado,In Construction,45.19,,Assumed,,Y,CO,Non-ISO,38.15319,-104.5763,12/01/2025,2025,38.0,-104.8,0.2711251852926944
SLO-1: SLO-1,Solar,5.0,6.5,Affordable Solar,In Construction,40.8,,Assumed,,N,NM,Non-ISO,34.784861,-106.654,12/01/2025,2025,34.4,-106.6,0.38863091657895776
"SouthernCompany:IC-903, IC-385:PV",Solar,13.0,16.9,,In Construction,59.03,,Assumed,,Y,GA,Non-ISO,33.455502,-82.647644,07/01/2026,2026,33.5,-82.3,0.35048027439501
Reston Town Center Solar 1: 45410,Solar,1.0,1.3,Ameresco,Operating,78.78,,Assumed,,N,VA,PJM,38.959906,-77.35767,03/01/2025,2025,38.9,-77.8,0.4463681862946757
ATLAS Solar X: ATL10,Solar,225.0,292.5,TransGrid Energy,In Construction,40.6,,Assumed,,N,AZ,CAISO,33.546706,-113.5562,10/01/2026,2026,33.5,-113.8,0.24823354011091386
Deer Creek Hybrid: DERPV,Solar,51.4,66.8,Luminant,In Construction,57.96,,Assumed,,Y,CA,CAISO,35.965,-119.07,04/01/2026,2026,36.2,-119.2,0.26856098003991985
Dudley Landfill Solar: 26046,Solar,1.3,1.7,Ameresco,Operating,83.37,,Assumed,,Y,MA,ISO-NE,42.036241,-71.91281,05/01/2025,2025,41.6,-71.5,0.600598290191531
SAE Ottawa IL: S1,Solar,2.0,2.6,SolAmerica Energy,In Construction,48.98,,Assumed,,N,IL,MISO,41.335883,-88.86978,04/01/2026,2026,41.6,-88.6,0.3775434254347512
KaneSolar03: KANE3,Solar,2.5,3.3,Dimension Energy,Operating,56.8,,Assumed,,N,IL,PJM,41.893158,-88.55198,09/01/2025,2025,41.6,-88.6,0.29706486390012266
Uniqlo NJ CS Ph 2: UNIP2,Solar,1.3,1.7,"Solar DG NJ Building 7, LLC",In Construction,77.13,,Assumed,,N,NJ,PJM,40.695378,-75.16338,04/01/2026,2026,40.7,-75.1,0.06354830669656923
XCEL-1: XCL-1,Solar,5.0,6.5,Affordable Solar,In Construction,53.65,,Assumed,,N,NM,SPP,33.326556,-104.536,02/01/2026,2026,33.5,-104.8,0.3158778579387909
Duke:Florida:202.1 019923:PV,Solar,74.9,97.4,,In Construction,50.92,,Assumed,,N,FL,Non-ISO,29.436847,-82.445113,10/01/2026,2026,29.0,-82.3,0.4603184595234074
Solar Carver 1 Hybrid: SCRV1,Solar,2.0,2.6,Pine Gate Renewables,In Construction,87.58,,Assumed,,Y,MA,ISO-NE,41.824474,-70.75292,04/01/2026,2026,41.6,-70.6,0.2716120451600095
CSU Northridge Plant: G6PV,Solar,0.8,1.0,"California State University, Northridge",Operating,60.22,,Assumed,,N,CA,Non-ISO,34.243333,-118.5306,07/01/2025,2025,34.4,-118.3,0.2787846998832685
Norton Solar Farm: NSM01,Solar,125.0,159.0,TAI America,In Construction,58.95,,Assumed,,N,TX,ERCOT,31.534768,-100.1138,08/01/2025,2025,31.7,-100.3,0.24894186836287638
Spencer Solar CSG: SPENC,Solar,2.3,3.0,"Spencer Solar Farm, LLC",Operating,83.18,PPA,Assumed,,N,MA,ISO-NE,42.260723,-72.0156,06/01/2025,2025,42.5,-72.4,0.4527878562075182
Ashley Solar (SC): 21,Solar,2.0,3.6,Ashley Solar (SC),Operating,54.31,,Assumed,,N,SC,Non-ISO,34.268911,-79.87255,01/01/2025,2025,34.4,-79.6,0.3024364865901668
Delilah Solar Energy II: GEN1,Solar,310.0,403.0,Invenergy,In Construction,58.98,VPPA,Assumed,C&I,N,TX,ERCOT,33.472179,-95.229079,04/01/2026,2026,33.5,-94.9,0.330252927741747
Bakeoven Solar: BOS1,Solar,60.0,78.0,Avangrid,Operating,51.77,,Assumed,,N,OR,Non-ISO,45.131793,-120.8807,07/01/2025,2025,45.2,-121.0,0.13742155889451652
Alira: UNIT1,Solar,222.8,289.6,TotalEnergies,In Construction,60.16,,Assumed,,N,TX,ERCOT,32.347392,-102.9677,11/01/2026,2026,32.6,-103.0,0.2546646651265179
Bluebird Solar: BBIRD,Solar,100.0,130.0,BayWa r.e.,Operating,53.8,,Assumed,,N,KY,PJM,38.299894,-84.38349,09/01/2025,2025,38.0,-84.1,0.412677829954556
7V Solar Ranch: 7V1,Solar,240.0,312.0,Naturgy,Operating,57.26,,Assumed,,N,TX,ERCOT,29.806984,-97.07408,01/01/2025,2025,29.9,-96.7,0.38547091025911917
Golden Triangle I: PV,Solar,200.0,260.0,Origis Energy,Operating,46.55,PPA,Assumed,Utility,Y,MS,Non-ISO,33.418888,-88.61888,01/01/2025,2025,33.5,-88.6,0.08328031546530043
Novel Blilie Solar: BLILE,Solar,1.0,1.3,Novel Energy Solutions,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,46.630077,-96.75811,01/01/2026,2026,47.0,-96.7,0.3744593409557303
Yeoman Creek: YEOM,Solar,7.0,9.1,BQ Energy,In Construction,51.76,,Assumed,,N,IL,MISO,42.391136,-87.84941,04/01/2026,2026,42.5,-87.7,0.1848640543642822
Big Fork Solar: 26,Solar,74.9,97.4,Big Fork Solar,Suspended,59.02,,Assumed,,Y,SC,Non-ISO,33.135275,-81.23911,06/01/2026,2026,33.5,-81.4,0.3986350683582704
Coyote Gulch Solar: C0513,Solar,140.0,182.0,Juwi Inc,Suspended,45.0,PPA,Assumed,C&I,N,CO,Non-ISO,37.431,-108.724,10/01/2025,2025,37.1,-108.4,0.4631813899542987
Solar Carver 3 Hybrid: SCRV3,Solar,1.0,1.3,Pine Gate Renewables,In Construction,87.57,,Assumed,,Y,MA,ISO-NE,41.84206,-70.7699,04/01/2026,2026,41.6,-70.6,0.2957347690076395
Culpepper Solar: 33,Solar,74.9,97.4,energyRe,In Construction,55.02,,Assumed,,N,SC,Non-ISO,34.465864,-79.96044,03/01/2026,2026,34.4,-79.6,0.3664083242722642
American Beech Solar: KOV4A,Solar,140.0,182.0,BayWa r.e.,In Construction,62.51,,Assumed,,N,NC,PJM,36.144761,-77.50952,05/01/2026,2026,36.2,-77.8,0.2956856058738764
Route 5 & 20 Community Solar Farm: 1093,Solar,2.3,3.0,Delaware River Solar,Operating,117.33,,Assumed,,N,NY,NYISO,42.899,-77.461,04/01/2025,2025,42.5,-77.8,0.5235666146728607
Bellefield Solar and Energy Storage Farm: 50LWA,Solar,500.0,650.0,AES,In Construction,57.65,PPA,Assumed,C&I,Y,CA,CAISO,35.062965,-118.0878,09/01/2025,2025,35.3,-118.3,0.31814215568672694
