lat,lon,pml_52,pml_60,pml_70,pml_77,ins_52,ins_60,ins_70,ins_77,risk_52,risk_60,risk_70,risk_77,gc_check
29.9,-80.5,0.18,0.13,0.05,0.03,1.412632,1.0387,0.426666,0.210137,3.374976,2.505664,1.329536,0.818176,11.934
29.9,-81.4,0.21,0.15,0.06,0.03,1.65393,1.213681,0.512958,0.275655,5.062464,3.784064,2.04544,1.2784,13.94442
29.9,-82.3,0.23,0.17,0.08,0.04,1.844092,1.368687,0.605642,0.332384,5.420416,4.09088,2.249984,1.431808,15.72534
29.9,-83.2,0.21,0.16,0.07,0.04,1.696277,1.244043,0.528139,0.286841,4.34656,3.272704,1.78976,1.124992,14.29326
29.9,-84.1,0.17,0.13,0.05,0.02,1.3583,0.999549,0.406691,0.195755,3.32384,2.505664,1.329536,0.818176,11.48418
29.9,-85.0,0.17,0.12,0.05,0.02,1.332732,0.981172,0.397902,0.189363,2.505664,1.892032,1.02272,0.664768,11.27304
29.9,-85.9,0.16,0.12,0.05,0.02,1.313556,0.967589,0.390711,0.18377,1.943168,1.482944,0.818176,0.51136,11.11698
29.9,-86.8,0.16,0.12,0.05,0.02,1.288787,0.949212,0.381922,0.177378,1.636352,1.227264,0.715904,0.460224,10.90584
30.8,-81.4,0.23,0.17,0.07,0.04,1.817725,1.343918,0.588064,0.322796,6.034048,4.551104,2.505664,1.53408,15.44076
30.8,-85.0,0.23,0.17,0.07,0.04,1.808936,1.335928,0.582471,0.320399,4.806784,3.681792,2.04544,1.2784,15.34896
30.8,-85.9,0.23,0.17,0.07,0.04,1.812931,1.339923,0.585667,0.321997,4.142016,3.170432,1.78976,1.124992,15.39486
30.8,-86.8,0.23,0.17,0.07,0.04,1.803343,1.331134,0.579275,0.318801,4.34656,3.32384,1.840896,1.176128,15.29388
30.8,-80.5,0.2,0.15,0.06,0.03,1.613181,1.184118,0.498576,0.264469,3.374976,2.505664,1.380672,0.869312,13.60476
30.8,-82.3,0.24,0.18,0.08,0.04,1.891233,1.412632,0.636004,0.347565,7.516992,5.676096,3.119296,1.943168,16.23024
30.8,-83.2,0.23,0.17,0.08,0.04,1.871258,1.394255,0.62322,0.341173,6.443136,4.85792,2.710208,1.687488,16.0191
30.8,-84.1,0.23,0.17,0.07,0.04,1.82172,1.348712,0.59126,0.324394,5.829504,4.397696,2.454528,1.53408,15.49584
31.7,-80.5,0.18,0.13,0.06,0.03,1.460572,1.073057,0.443445,0.22372,3.374976,2.505664,1.380672,0.869312,12.32874
31.7,-81.4,0.24,0.18,0.08,0.05,1.935178,1.453381,0.664768,0.361947,6.443136,4.909056,2.761344,1.738624,16.69842
31.7,-82.3,0.25,0.19,0.09,0.05,2.007088,1.520497,0.711909,0.385917,7.721536,5.88064,3.272704,2.096576,17.46954
31.7,-83.2,0.24,0.18,0.08,0.04,1.919997,1.439798,0.65518,0.357153,6.749952,5.1136,2.81248,1.78976,16.54236
31.7,-84.1,0.24,0.18,0.08,0.05,1.934379,1.453381,0.664768,0.361947,6.801088,5.164736,2.914752,1.840896,16.69842
31.7,-85.0,0.24,0.18,0.08,0.04,1.912007,1.432607,0.650386,0.354756,6.90336,5.215872,2.914752,1.840896,16.45974
32.6,-82.3,0.23,0.17,0.07,0.04,1.820921,1.347913,0.590461,0.324394,6.545408,4.909056,2.710208,1.687488,15.48666
32.6,-83.2,0.22,0.17,0.07,0.04,1.78976,1.31835,0.570486,0.314007,5.931776,4.499968,2.454528,1.53408,15.147
32.6,-84.1,0.23,0.17,0.07,0.04,1.82971,1.355903,0.596853,0.32759,5.676096,4.295424,2.352256,1.482944,15.57846
33.5,-82.3,0.22,0.17,0.07,0.04,1.795353,1.323144,0.573682,0.315605,6.238592,4.653376,2.5568,1.585216,15.20208
33.5,-83.2,0.22,0.17,0.07,0.04,1.796152,1.323943,0.574481,0.316404,5.829504,4.397696,2.403392,1.53408,15.21126
33.5,-84.1,0.23,0.17,0.08,0.04,1.844891,1.369486,0.606441,0.332384,6.392,4.806784,2.607936,1.636352,15.73452
33.5,-85.0,0.25,0.19,0.09,0.05,2.026264,1.538874,0.724693,0.392309,7.6704,5.778368,3.221568,2.04544,17.68068
34.4,-83.2,0.19,0.14,0.06,0.03,1.482145,1.089037,0.451435,0.229313,4.142016,3.06816,1.687488,1.02272,12.51234
34.4,-84.1,0.2,0.15,0.06,0.03,1.591608,1.168937,0.490586,0.258876,4.85792,3.57952,1.943168,1.227264,13.43034
34.4,-85.0,0.23,0.17,0.07,0.04,1.800147,1.327938,0.576878,0.317203,6.852224,5.062464,2.761344,1.687488,15.25716
40.7,-91.3,0.23,0.17,0.08,0.04,1.856077,1.379873,0.613632,0.33558,6.90336,5.215872,2.863616,1.78976,15.85386
40.7,-92.2,0.23,0.17,0.08,0.04,1.84569,1.370285,0.606441,0.332384,7.210176,5.420416,2.965888,1.840896,15.7437
40.7,-93.1,0.27,0.21,0.1,0.05,2.139722,1.644342,0.798201,0.429862,8.9488,6.801088,3.784064,2.403392,18.89244
40.7,-94.0,0.28,0.22,0.11,0.06,2.265964,1.739423,0.865317,0.468214,13.244224,10.073792,5.62496,3.57952,19.98486
40.7,-94.9,0.29,0.22,0.11,0.06,2.301919,1.7578,0.8789,0.478601,17.232832,13.141952,7.363584,4.653376,20.196
41.6,-91.3,0.22,0.16,0.07,0.04,1.77378,1.303169,0.560099,0.308414,6.596544,4.960192,2.659072,1.687488,14.97258
41.6,-92.2,0.24,0.18,0.08,0.05,1.944766,1.462969,0.67116,0.365143,6.698816,5.062464,2.81248,1.738624,16.80858
41.6,-93.1,0.27,0.2,0.1,0.05,2.130134,1.634754,0.791809,0.426666,7.210176,5.471552,3.06816,1.943168,18.78228
41.6,-94.0,0.28,0.22,0.11,0.06,2.242793,1.726639,0.856528,0.462621,9.306752,7.056768,3.937472,2.505664,19.83798
41.6,-94.9,0.28,0.22,0.11,0.06,2.266763,1.739423,0.866116,0.469013,11.710144,8.9488,5.062464,3.221568,19.98486
41.6,-95.8,0.29,0.22,0.11,0.06,2.281944,1.747413,0.871709,0.473008,15.545344,11.812416,6.596544,4.193152,20.07666
42.5,-91.3,0.25,0.19,0.09,0.05,1.977525,1.493331,0.692733,0.376329,7.92608,5.982912,3.272704,2.04544,17.15742
42.5,-92.2,0.26,0.2,0.09,0.05,2.052631,1.562844,0.741472,0.401098,8.795392,6.64768,3.681792,2.30112,17.95608
42.5,-93.1,0.25,0.19,0.09,0.05,1.991907,1.506914,0.702321,0.381123,8.18176,6.187456,3.426112,2.147712,17.31348
42.5,-94.0,0.24,0.18,0.08,0.05,1.947962,1.466165,0.673557,0.366741,7.92608,5.931776,3.272704,2.04544,16.8453
42.5,-94.9,0.25,0.19,0.09,0.05,1.992706,1.507713,0.702321,0.381123,9.153344,6.90336,3.784064,2.403392,17.32266
42.5,-95.8,0.27,0.2,0.1,0.05,2.12534,1.630759,0.788613,0.425068,11.454464,8.69312,4.806784,3.06816,18.73638
43.4,-91.3,0.24,0.18,0.08,0.04,1.882444,1.404642,0.630411,0.344369,7.874944,5.931776,3.272704,2.096576,16.13844
43.4,-92.2,0.25,0.19,0.09,0.05,1.98951,1.504517,0.700723,0.380324,8.641984,6.545408,3.630656,2.249984,17.28594
43.4,-93.1,0.24,0.18,0.08,0.05,1.935178,1.453381,0.664768,0.361947,9.306752,6.954496,3.8352,2.403392,16.69842
43.4,-94.9,0.23,0.17,0.08,0.04,1.860072,1.383868,0.616029,0.337178,7.92608,5.931776,3.221568,2.04544,15.89976
43.4,-95.8,0.23,0.17,0.07,0.04,1.828112,1.354305,0.595255,0.326791,8.18176,6.13632,3.32384,2.096576,15.5601
42.5,-111.1,0.05,0.03,0.01,0.0,0.410686,0.274856,0.06392,0.0,0.613632,0.409088,0.204544,0.102272,3.15792
42.5,-112.0,0.05,0.04,0.01,0.0,0.437053,0.297228,0.072709,0.005593,0.869312,0.613632,0.306816,0.153408,3.41496
42.5,-112.9,0.05,0.04,0.01,0.0,0.426666,0.28764,0.069513,0.003196,0.920448,0.664768,0.306816,0.153408,3.3048
42.5,-113.8,0.05,0.04,0.01,0.0,0.438651,0.298826,0.073508,0.005593,0.869312,0.613632,0.306816,0.153408,3.43332
42.5,-114.7,0.06,0.04,0.01,0.0,0.492983,0.346766,0.091086,0.018377,0.818176,0.562496,0.306816,0.204544,3.98412
42.5,-115.6,0.08,0.06,0.02,0.01,0.640798,0.475405,0.139825,0.053533,0.869312,0.664768,0.357952,0.25568,5.4621
42.5,-116.5,0.07,0.05,0.01,0.0,0.532134,0.380324,0.10387,0.027965,0.715904,0.562496,0.306816,0.204544,4.36968
42.5,-117.4,0.06,0.04,0.01,0.0,0.465018,0.321997,0.082297,0.011985,0.562496,0.460224,0.25568,0.153408,3.69954
43.4,-111.1,0.05,0.03,0.01,0.0,0.401098,0.268464,0.061523,0.0,0.562496,0.409088,0.204544,0.102272,3.08448
43.4,-112.0,0.05,0.04,0.01,0.0,0.433857,0.294831,0.07191,0.004794,0.818176,0.562496,0.25568,0.153408,3.38742
43.4,-112.9,0.04,0.03,0.01,0.0,0.325992,0.219725,0.03995,0.0,0.664768,0.460224,0.204544,0.102272,2.5245
43.4,-113.8,0.03,0.02,0.0,0.0,0.240499,0.164594,0.015181,0.0,0.357952,0.25568,0.102272,0.051136,1.89108
43.4,-114.7,0.03,0.02,0.0,0.0,0.240499,0.163795,0.015181,0.0,0.306816,0.204544,0.102272,0.051136,1.8819
43.4,-115.6,0.04,0.03,0.01,0.0,0.332384,0.224519,0.041548,0.0,0.409088,0.306816,0.153408,0.102272,2.57958
43.4,-116.5,0.05,0.03,0.01,0.0,0.40749,0.272459,0.063121,0.0,0.460224,0.357952,0.204544,0.102272,3.13038
43.4,-117.4,0.04,0.03,0.01,0.0,0.357153,0.240499,0.048739,0.0,0.409088,0.306816,0.153408,0.102272,2.76318
44.3,-112.0,0.03,0.02,0.0,0.0,0.252484,0.171785,0.018377,0.0,0.357952,0.25568,0.102272,0.051136,1.9737
44.3,-112.9,0.03,0.02,0.0,0.0,0.258077,0.17578,0.019975,0.0,0.306816,0.25568,0.102272,0.051136,2.0196
44.3,-113.8,0.01,0.01,0.0,0.0,0.094282,0.052734,0.0,0.0,0.153408,0.102272,0.051136,0.051136,0.60588
44.3,-114.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
44.3,-115.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.102272,0.051136,0.0,0.0
44.3,-116.5,0.01,0.01,0.0,0.0,0.091086,0.050337,0.0,0.0,0.153408,0.153408,0.051136,0.051136,0.57834
45.2,-113.8,0.05,0.04,0.01,0.0,0.425068,0.286841,0.068714,0.002397,0.357952,0.25568,0.153408,0.102272,3.29562
45.2,-114.7,0.03,0.02,0.0,0.0,0.244494,0.166991,0.01598,0.0,0.204544,0.153408,0.102272,0.051136,1.91862
45.2,-115.6,0.03,0.02,0.0,0.0,0.244494,0.166991,0.01598,0.0,0.204544,0.153408,0.102272,0.051136,1.91862
45.2,-116.5,0.06,0.04,0.01,0.0,0.453033,0.31161,0.078302,0.009588,0.357952,0.306816,0.153408,0.102272,3.5802
46.1,-115.6,0.06,0.04,0.01,0.0,0.460224,0.317203,0.080699,0.011186,0.51136,0.357952,0.204544,0.102272,3.64446
46.1,-116.5,0.08,0.06,0.02,0.01,0.59925,0.43945,0.126242,0.043945,0.664768,0.51136,0.306816,0.153408,5.049
47.0,-115.6,0.05,0.04,0.01,0.0,0.433058,0.293233,0.071111,0.004794,0.460224,0.306816,0.153408,0.102272,3.36906
47.0,-116.5,0.04,0.03,0.01,0.0,0.33558,0.226117,0.042347,0.0,0.357952,0.25568,0.153408,0.102272,2.59794
47.9,-116.5,0.02,0.01,0.0,0.0,0.169388,0.114257,0.0,0.0,0.25568,0.153408,0.102272,0.051136,1.31274
48.8,-116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.102272,0.051136,0.0,0.0
38.0,-88.6,0.23,0.17,0.07,0.04,1.826514,1.352707,0.594456,0.325992,11.24992,8.232896,4.34656,2.659072,15.54174
38.0,-89.5,0.24,0.18,0.08,0.05,1.955952,1.473356,0.678351,0.369138,13.141952,9.71584,5.215872,3.221568,16.92792
38.9,-87.7,0.22,0.16,0.07,0.04,1.785765,1.315154,0.568089,0.312409,12.170368,8.846528,4.60224,2.81248,15.11028
38.9,-88.6,0.22,0.17,0.07,0.04,1.796152,1.323943,0.574481,0.315605,11.710144,8.539712,4.499968,2.761344,15.21126
38.9,-89.5,0.26,0.2,0.09,0.05,2.065415,1.575628,0.750261,0.405892,13.602176,10.073792,5.471552,3.374976,18.10296
39.8,-87.7,0.24,0.18,0.08,0.05,1.943168,1.461371,0.670361,0.365143,11.76128,8.641984,4.60224,2.81248,16.79022
39.8,-88.6,0.23,0.17,0.08,0.04,1.841695,1.36629,0.604044,0.330786,9.613568,7.056768,3.784064,2.30112,15.6978
39.8,-89.5,0.24,0.18,0.08,0.04,1.911208,1.431808,0.649587,0.353957,9.511296,7.056768,3.8352,2.403392,16.45056
39.8,-90.4,0.26,0.2,0.1,0.05,2.107762,1.61398,0.777427,0.419475,9.920384,7.465856,4.142016,2.607936,18.5436
39.8,-91.3,0.25,0.19,0.09,0.05,1.991108,1.506115,0.701522,0.381123,9.511296,7.15904,3.937472,2.505664,17.3043
40.7,-87.7,0.24,0.18,0.08,0.05,1.931183,1.450185,0.662371,0.361148,10.176064,7.465856,3.988608,2.454528,16.6617
40.7,-88.6,0.23,0.17,0.08,0.04,1.86966,1.392657,0.622421,0.340374,8.335168,6.13632,3.32384,2.04544,16.00074
40.7,-89.5,0.24,0.18,0.08,0.04,1.880047,1.403044,0.629612,0.344369,7.41472,5.522688,3.017024,1.892032,16.12008
40.7,-90.4,0.24,0.18,0.08,0.04,1.911208,1.431009,0.649587,0.353957,6.90336,5.215872,2.914752,1.840896,16.44138
41.6,-87.7,0.23,0.17,0.07,0.04,1.800147,1.327938,0.577677,0.317203,8.846528,6.494272,3.426112,2.096576,15.25716
41.6,-88.6,0.23,0.17,0.07,0.04,1.81373,1.340722,0.586466,0.321997,7.516992,5.573824,2.965888,1.840896,15.40404
41.6,-89.5,0.22,0.16,0.07,0.04,1.782569,1.311958,0.565692,0.31161,5.931776,4.397696,2.403392,1.482944,15.07356
41.6,-90.4,0.2,0.15,0.06,0.03,1.628362,1.195304,0.50337,0.268464,5.982912,4.448832,2.403392,1.482944,13.73328
42.5,-87.7,0.23,0.17,0.07,0.04,1.82971,1.355903,0.596054,0.32759,6.954496,5.164736,2.761344,1.687488,15.57846
42.5,-89.5,0.23,0.17,0.07,0.04,1.823318,1.349511,0.592059,0.325193,6.749952,5.011328,2.710208,1.687488,15.50502
38.0,-86.8,0.24,0.18,0.08,0.04,1.920796,1.440597,0.655979,0.357153,12.835136,9.409024,4.960192,3.06816,16.55154
38.0,-87.7,0.23,0.17,0.07,0.04,1.818524,1.345516,0.588863,0.323595,11.812416,8.641984,4.551104,2.761344,15.45912
38.9,-85.0,0.23,0.17,0.07,0.04,1.812132,1.339923,0.584868,0.321198,9.20448,6.698816,3.528384,2.147712,15.39486
38.9,-85.9,0.23,0.17,0.07,0.04,1.824117,1.35031,0.592858,0.325193,11.24992,8.18176,4.244288,2.607936,15.5142
38.9,-86.8,0.23,0.17,0.08,0.04,1.864067,1.387863,0.619225,0.338776,11.914688,8.69312,4.551104,2.761344,15.94566
39.8,-85.0,0.22,0.16,0.07,0.04,1.728237,1.267214,0.539325,0.29563,8.795392,6.392,3.32384,2.04544,14.55948
39.8,-85.9,0.22,0.16,0.07,0.04,1.764192,1.29438,0.553707,0.305218,11.147648,8.079488,4.193152,2.505664,14.8716
39.8,-86.8,0.23,0.17,0.07,0.04,1.824916,1.351109,0.593657,0.325992,12.477184,9.102208,4.704512,2.863616,15.52338
40.7,-85.0,0.18,0.13,0.05,0.03,1.442195,1.060273,0.437053,0.218127,7.465856,5.420416,2.761344,1.687488,12.18186
40.7,-85.9,0.2,0.15,0.06,0.03,1.594804,1.170535,0.491385,0.259675,8.795392,6.340864,3.272704,1.994304,13.4487
40.7,-86.8,0.23,0.17,0.08,0.04,1.866464,1.389461,0.620024,0.339575,9.766976,7.15904,3.784064,2.30112,15.96402
41.6,-85.0,0.19,0.14,0.06,0.03,1.498125,1.101022,0.457028,0.233308,6.698816,4.909056,2.5568,1.585216,12.65004
41.6,-85.9,0.21,0.15,0.07,0.04,1.685091,1.236053,0.524144,0.283645,7.15904,5.215872,2.761344,1.687488,14.20146
41.6,-86.8,0.22,0.16,0.07,0.04,1.787363,1.315953,0.568888,0.313208,8.079488,5.931776,3.119296,1.892032,15.11946
37.1,-100.3,0.32,0.24,0.12,0.07,2.550408,1.888836,0.97478,0.544918,22.141888,16.87488,9.46016,6.034048,21.70152
37.1,-101.2,0.29,0.22,0.11,0.06,2.333879,1.774579,0.891684,0.486591,16.926016,12.886272,7.210176,4.60224,20.38878
37.1,-102.1,0.28,0.21,0.11,0.06,2.21323,1.711458,0.845342,0.454631,13.857856,10.585152,5.88064,3.732928,19.66356
37.1,-94.9,0.28,0.22,0.11,0.06,2.231607,1.721046,0.852533,0.459425,18.971456,14.266944,7.772672,4.909056,19.77372
37.1,-95.8,0.28,0.22,0.11,0.06,2.251582,1.731433,0.859724,0.465018,23.675968,17.846464,9.71584,6.085184,19.89306
37.1,-96.7,0.29,0.22,0.11,0.06,2.295527,1.754604,0.876503,0.476204,28.89184,21.835072,12.01696,7.568128,20.15928
37.1,-97.6,0.29,0.22,0.11,0.06,2.32509,1.770584,0.887689,0.484194,31.295232,23.675968,13.090816,8.284032,20.34288
37.1,-98.5,0.3,0.22,0.11,0.06,2.359447,1.788162,0.901272,0.493782,28.329344,21.47712,11.914688,7.568128,20.54484
37.1,-99.4,0.31,0.23,0.12,0.07,2.506463,1.865665,0.957202,0.533732,25.82368,19.636224,10.99424,7.005632,21.4353
38.0,-100.3,0.31,0.23,0.12,0.07,2.472905,1.848087,0.944418,0.524144,22.397568,17.079424,9.613568,6.13632,21.23334
38.0,-101.2,0.3,0.22,0.11,0.06,2.377025,1.796951,0.907664,0.498576,16.823744,12.937408,7.363584,4.755648,20.64582
38.0,-102.1,0.29,0.22,0.11,0.06,2.354653,1.785765,0.898875,0.492184,16.056704,12.374912,7.107904,4.60224,20.5173
38.0,-94.9,0.29,0.22,0.11,0.06,2.313904,1.764192,0.883694,0.481797,20.352128,15.494208,8.69312,5.522688,20.26944
38.0,-95.8,0.29,0.22,0.11,0.06,2.302718,1.758599,0.879699,0.478601,24.085056,18.357824,10.2272,6.545408,20.20518
38.0,-96.7,0.29,0.22,0.11,0.06,2.305115,1.760197,0.880498,0.4794,26.181632,19.789632,10.943104,6.90336,20.22354
38.0,-97.6,0.3,0.23,0.11,0.06,2.382618,1.800147,0.910061,0.500174,30.630464,23.215744,12.886272,8.18176,20.68254
38.0,-98.5,0.31,0.23,0.12,0.07,2.455327,1.838499,0.938026,0.51935,33.2384,25.363456,14.215808,9.051072,21.12318
38.0,-99.4,0.32,0.24,0.12,0.07,2.541619,1.884042,0.970785,0.542521,31.039552,23.624832,13.193088,8.386304,21.64644
38.9,-100.3,0.31,0.23,0.12,0.07,2.488086,1.856077,0.95081,0.528139,23.77824,18.255552,10.380608,6.698816,21.32514
38.9,-101.2,0.31,0.23,0.12,0.06,2.448136,1.834504,0.93483,0.517752,19.022592,14.676032,8.386304,5.471552,21.07728
38.9,-94.9,0.29,0.22,0.11,0.06,2.350658,1.784167,0.898076,0.491385,19.278272,14.676032,8.18176,5.215872,20.49894
38.9,-95.8,0.29,0.22,0.11,0.06,2.345864,1.780971,0.895679,0.489787,22.397568,17.079424,9.613568,6.13632,20.46222
38.9,-96.7,0.3,0.22,0.11,0.06,2.361045,1.788961,0.901272,0.493782,24.596416,18.715776,10.431744,6.64768,20.55402
38.9,-97.6,0.3,0.22,0.11,0.06,2.361844,1.78976,0.902071,0.494581,28.431616,21.7328,12.170368,7.721536,20.5632
38.9,-98.5,0.3,0.23,0.12,0.06,2.409784,1.814529,0.920448,0.507365,33.2384,25.414592,14.266944,9.102208,20.84778
38.9,-99.4,0.31,0.23,0.12,0.06,2.437749,1.82971,0.930835,0.514556,30.016832,22.908928,12.835136,8.18176,21.0222
39.8,-100.3,0.3,0.23,0.11,0.06,2.396201,1.807338,0.915654,0.50337,23.982784,18.40896,10.380608,6.64768,20.76516
39.8,-101.2,0.31,0.23,0.12,0.07,2.499272,1.86167,0.954805,0.531335,20.096448,15.443072,8.795392,5.676096,21.3894
39.8,-102.1,0.32,0.24,0.12,0.07,2.535227,1.880846,0.968388,0.540923,17.13056,13.193088,7.568128,4.909056,21.60972
39.8,-94.9,0.29,0.22,0.11,0.06,2.284341,1.749011,0.872508,0.473807,19.482816,14.778304,8.130624,5.1136,20.09502
39.8,-95.8,0.29,0.22,0.11,0.06,2.34107,1.778574,0.894081,0.488988,22.039616,16.721472,9.306752,5.88064,20.43468
39.8,-96.7,0.3,0.23,0.12,0.06,2.434553,1.828112,0.930036,0.513757,25.670272,19.636224,10.99424,7.005632,21.00384
39.8,-97.6,0.31,0.23,0.12,0.06,2.445739,1.833705,0.934031,0.516953,29.14752,22.295296,12.52832,7.977216,21.0681
39.8,-98.5,0.29,0.22,0.11,0.06,2.345065,1.780971,0.895679,0.489787,26.897536,20.505536,11.454464,7.261312,20.46222
39.8,-99.4,0.29,0.22,0.11,0.06,2.348261,1.782569,0.897277,0.490586,25.158912,19.227136,10.840832,6.90336,20.48058
37.1,-83.2,0.21,0.15,0.07,0.04,1.683493,1.235254,0.523345,0.283645,4.60224,3.426112,1.840896,1.124992,14.19228
37.1,-84.1,0.22,0.16,0.07,0.04,1.733031,1.271209,0.540923,0.296429,5.522688,4.09088,2.198848,1.329536,14.60538
37.1,-85.0,0.23,0.17,0.08,0.04,1.841695,1.36629,0.604044,0.330786,7.516992,5.522688,2.965888,1.78976,15.6978
37.1,-85.9,0.23,0.17,0.08,0.04,1.856077,1.379873,0.613632,0.33558,9.766976,7.15904,3.8352,2.352256,15.85386
37.1,-86.8,0.24,0.18,0.08,0.04,1.914404,1.434205,0.651185,0.355555,10.99424,8.079488,4.34656,2.659072,16.4781
37.1,-87.7,0.24,0.18,0.08,0.04,1.888037,1.410235,0.634406,0.346766,11.24992,8.284032,4.448832,2.710208,16.2027
37.1,-88.6,0.23,0.17,0.08,0.04,1.847288,1.372682,0.608039,0.333183,10.431744,7.619264,4.039744,2.454528,15.77124
38.0,-83.2,0.22,0.16,0.07,0.04,1.749011,1.283194,0.547315,0.301223,5.88064,4.34656,2.352256,1.431808,14.74308
38.0,-84.1,0.22,0.17,0.07,0.04,1.792956,1.321546,0.572883,0.314806,6.596544,4.85792,2.607936,1.585216,15.18372
38.0,-85.0,0.23,0.17,0.07,0.04,1.816926,1.343119,0.588064,0.322796,8.999936,6.545408,3.426112,2.096576,15.43158
38.0,-85.9,0.23,0.17,0.08,0.04,1.850484,1.375079,0.609637,0.333982,11.607872,8.488576,4.448832,2.710208,15.79878
29.0,-89.5,0.15,0.11,0.04,0.02,1.168937,0.862121,0.337178,0.152609,1.176128,0.920448,0.51136,0.306816,9.90522
29.0,-90.4,0.14,0.1,0.04,0.02,1.089037,0.804593,0.307615,0.138227,1.431808,1.073856,0.613632,0.357952,9.24426
29.0,-91.3,0.15,0.11,0.04,0.02,1.180123,0.87091,0.341972,0.155006,1.687488,1.2784,0.715904,0.460224,10.0062
29.0,-92.2,0.19,0.14,0.06,0.03,1.556452,1.143369,0.477802,0.249288,2.505664,1.892032,1.073856,0.664768,13.13658
29.0,-93.1,0.24,0.18,0.08,0.05,1.950359,1.467763,0.674356,0.36754,4.09088,3.119296,1.78976,1.124992,16.86366
29.9,-90.4,0.22,0.16,0.07,0.04,1.774579,1.303968,0.560099,0.309213,4.039744,3.017024,1.687488,1.073856,14.98176
29.9,-91.3,0.23,0.18,0.08,0.04,1.875253,1.39825,0.625617,0.341972,4.85792,3.732928,2.096576,1.380672,16.065
29.9,-92.2,0.24,0.18,0.08,0.05,1.940771,1.458974,0.668763,0.364344,4.60224,3.57952,2.096576,1.380672,16.76268
29.9,-93.1,0.28,0.21,0.11,0.06,2.214029,1.712257,0.845342,0.454631,6.852224,5.267008,3.017024,1.943168,19.67274
30.8,-90.4,0.23,0.17,0.07,0.04,1.833705,1.359099,0.598451,0.328389,5.267008,3.988608,2.249984,1.431808,15.61518
30.8,-91.3,0.24,0.18,0.08,0.04,1.878449,1.400647,0.628014,0.34357,6.289728,4.755648,2.659072,1.738624,16.09254
30.8,-92.2,0.24,0.18,0.08,0.04,1.89363,1.415029,0.637602,0.348364,6.801088,5.1136,2.863616,1.78976,16.25778
30.8,-93.1,0.24,0.18,0.08,0.04,1.890434,1.411833,0.636004,0.347565,8.028352,6.034048,3.272704,2.04544,16.22106
31.7,-92.2,0.23,0.17,0.08,0.04,1.860072,1.383868,0.616029,0.337178,8.488576,6.340864,3.426112,2.147712,15.89976
31.7,-93.1,0.24,0.18,0.08,0.04,1.92559,1.444592,0.659175,0.358751,8.539712,6.392,3.477248,2.147712,16.59744
32.6,-91.3,0.23,0.17,0.07,0.04,1.811333,1.338325,0.584069,0.321198,8.335168,6.187456,3.374976,2.096576,15.3765
32.6,-92.2,0.23,0.17,0.08,0.04,1.872057,1.395054,0.624019,0.341173,10.2272,7.619264,4.142016,2.5568,16.02828
32.6,-93.1,0.25,0.19,0.09,0.05,2.015078,1.528487,0.716703,0.389113,10.278336,7.6704,4.193152,2.607936,17.56134
32.6,-94.0,0.25,0.19,0.09,0.05,2.015078,1.527688,0.716703,0.388314,9.46016,7.056768,3.8352,2.403392,17.55216
40.7,-69.7,0.03,0.02,0.0,0.0,0.219725,0.151011,0.009588,0.0,0.204544,0.153408,0.102272,0.051136,1.73502
40.7,-70.6,0.04,0.03,0.01,0.0,0.326791,0.220524,0.03995,0.0,0.357952,0.25568,0.153408,0.102272,2.53368
41.6,-69.7,0.05,0.04,0.01,0.0,0.428264,0.290037,0.070312,0.003196,0.409088,0.306816,0.153408,0.102272,3.33234
41.6,-70.6,0.08,0.06,0.02,0.01,0.664768,0.496978,0.147815,0.059126,0.971584,0.715904,0.357952,0.204544,5.70996
42.5,-69.7,0.07,0.05,0.02,0.01,0.59126,0.432259,0.123845,0.041548,0.613632,0.460224,0.25568,0.153408,4.96638
42.5,-70.6,0.13,0.09,0.03,0.02,0.999549,0.739075,0.273258,0.121448,1.585216,1.176128,0.664768,0.409088,8.4915
42.5,-71.5,0.14,0.1,0.04,0.02,1.111409,0.820573,0.315605,0.142222,2.505664,1.840896,0.971584,0.613632,9.42786
42.5,-72.4,0.13,0.1,0.04,0.02,1.073856,0.793407,0.301223,0.135031,2.863616,2.096576,1.124992,0.664768,9.11574
42.5,-73.3,0.17,0.12,0.05,0.02,1.335928,0.98277,0.398701,0.190162,4.60224,3.374976,1.78976,1.124992,11.2914
38.0,-74.2,0.06,0.04,0.01,0.0,0.500973,0.353158,0.093483,0.020774,0.818176,0.613632,0.306816,0.204544,4.05756
38.0,-76.0,0.17,0.12,0.05,0.02,1.341521,0.987564,0.401098,0.190961,4.039744,2.965888,1.585216,0.971584,11.34648
38.9,-76.0,0.17,0.13,0.05,0.03,1.385466,1.019524,0.417078,0.202946,5.420416,3.988608,2.096576,1.2784,11.71368
38.9,-76.9,0.2,0.15,0.06,0.03,1.602794,1.176128,0.494581,0.261273,8.641984,6.392,3.374976,2.04544,13.51296
39.8,-78.7,0.19,0.14,0.06,0.03,1.531683,1.125791,0.469013,0.242896,3.8352,2.81248,1.53408,0.920448,12.93462
